city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Bengaluru,28.5,67.9,4.7,88.9,10,419.9,17.1,94.5,209.6,73.2,MODERATE,1
Chennai,29.6,102.2,8.6,63.9,2,100.04,48.1,24.0,25.6,21.4,ELEVATED,1
Pune,27.9,81.8,12.3,64.7,1,200.94,253.9,7.3,21.7,10.5,MODERATE,1
Hyderabad,35.1,20.6,5.3,79.9,1,84.1,281.5,5.0,22.9,22.8,MODERATE,0
Pune,29.6,0.0,6.5,57.7,1,146.4,650.0,14.8,70.5,14.8,LOW,0
Pune,30.8,0.0,10.3,60.1,0,66.68,393.1,5.4,27.2,19.3,LOW,0
Mumbai,27.2,0.0,10.1,60.2,1,79.55,114.3,15.9,26.2,8.3,LOW,0
Pune,33.3,0.0,5.5,50.8,7,306.64,22.9,70.1,476.6,96.9,LOW,1
Lucknow,39.0,0.0,0.1,66.8,1,152.92,349.3,23.2,61.5,24.9,LOW,0
Pune,29.4,0.0,1.0,58.9,2,88.47,318.1,15.6,69.8,13.7,LOW,0
Ahmedabad,35.3,0.0,7.7,60.5,3,203.96,197.6,24.5,14.4,27.4,LOW,0
Chennai,36.2,23.5,1.1,82.0,1,109.26,507.4,20.5,72.1,3.2,MODERATE,0
Chennai,38.8,0.0,5.1,31.3,1,134.01,663.3,9.0,75.0,13.8,LOW,0
Pune,27.3,0.0,8.4,49.1,9,424.71,17.7,42.4,495.1,82.6,LOW,1
Jaipur,36.5,0.0,6.8,67.9,3,216.65,89.8,10.1,16.0,26.3,LOW,0
Mumbai,30.7,104.3,6.4,68.5,1,51.14,273.9,12.8,39.9,18.1,ELEVATED,1
Bengaluru,29.5,0.0,5.4,49.9,3,196.12,491.7,11.8,16.1,26.7,LOW,0
Pune,29.2,0.0,8.0,63.6,3,80.68,442.1,16.4,33.5,14.3,LOW,0
Hyderabad,41.5,0.0,1.5,23.9,2,163.61,219.0,16.5,52.7,21.2,LOW,0
Hyderabad,32.7,0.0,8.2,55.7,7,444.97,15.0,84.8,637.3,67.9,LOW,1
Jaipur,24.6,0.0,4.8,78.2,3,211.5,510.4,15.1,49.4,10.9,LOW,0
Lucknow,19.5,0.0,3.1,48.7,1,86.86,351.2,16.9,45.2,27.7,LOW,0
Kolkata,36.5,0.0,6.6,57.6,1,54.68,478.4,24.3,14.1,13.3,LOW,0
Ahmedabad,41.9,0.0,10.9,65.3,3,158.34,267.0,6.1,53.8,11.3,MODERATE,0
Chennai,31.1,0.0,11.0,67.8,3,104.87,599.5,4.1,0.1,28.6,LOW,0
Kolkata,35.9,0.0,2.3,43.2,1,64.77,479.3,4.6,68.0,8.2,LOW,0
Kolkata,26.9,32.5,6.5,74.2,3,54.49,413.2,16.1,25.3,8.7,LOW,0
Hyderabad,35.9,0.0,2.3,54.9,0,245.05,241.3,14.9,61.0,18.3,LOW,0
Mumbai,31.6,47.6,4.4,93.9,3,194.38,219.2,12.8,73.2,1.5,MODERATE,0
Pune,28.4,0.0,2.2,69.8,3,176.21,566.2,9.8,12.9,13.0,LOW,0
Ahmedabad,33.5,0.0,7.2,49.8,0,186.79,270.9,18.0,65.6,20.0,LOW,0
Bengaluru,22.5,0.0,8.4,61.0,2,117.04,70.5,19.3,17.6,18.5,LOW,0
Hyderabad,32.4,17.7,7.5,100.0,3,94.35,234.1,4.1,34.1,1.1,MODERATE,0
Mumbai,31.6,14.4,11.3,78.7,2,66.26,565.7,8.8,18.2,22.4,MODERATE,0
Kolkata,29.3,26.4,1.4,67.1,3,84.29,351.9,22.3,46.0,25.3,LOW,0
Chennai,33.8,58.0,11.4,88.1,0,190.29,621.8,5.2,5.4,10.1,ELEVATED,0
Kolkata,34.6,0.0,2.9,55.6,10,495.83,5.0,85.2,533.0,69.3,LOW,1
Jaipur,31.9,0.0,5.0,47.5,0,206.12,335.6,4.9,26.1,27.0,LOW,0
Kolkata,28.4,0.0,3.8,78.1,0,121.43,130.1,20.1,42.6,24.8,LOW,0
Mumbai,35.5,29.1,13.6,91.1,8,439.96,16.0,82.4,609.4,98.6,MODERATE,1
Jaipur,39.7,0.0,11.7,55.3,0,219.14,474.0,0.7,57.2,25.9,LOW,0
Lucknow,37.1,0.0,4.5,46.0,0,223.42,199.4,2.5,69.2,0.8,LOW,0
Delhi,24.1,0.0,7.4,46.2,0,111.65,362.8,15.2,74.1,11.5,LOW,0
Jaipur,39.4,0.0,2.2,57.6,3,55.43,700.1,20.3,7.5,30.0,LOW,0
Hyderabad,33.3,0.0,3.4,58.5,12,496.58,19.3,80.4,745.6,98.2,LOW,1
Chennai,37.1,0.0,5.4,48.2,3,219.57,199.0,20.1,63.7,10.1,LOW,0
Bengaluru,26.5,0.0,4.4,41.8,0,172.76,365.4,18.1,44.8,24.1,LOW,0
Delhi,38.4,0.0,0.9,50.3,13,304.98,8.3,44.7,657.9,97.0,LOW,1
Chennai,31.7,100.9,7.9,86.2,1,79.79,689.0,15.3,58.2,27.0,ELEVATED,1
Kolkata,34.8,3.5,6.5,96.5,3,245.37,716.8,16.7,74.6,12.1,MODERATE,0
Pune,28.7,8.9,8.5,71.0,2,193.24,221.5,3.4,23.0,18.7,LOW,0
Bengaluru,24.7,0.0,3.0,67.9,1,107.24,436.4,12.3,67.3,20.9,LOW,0
Bengaluru,29.7,0.0,5.4,56.8,3,85.36,100.8,20.0,27.7,2.4,LOW,0
Lucknow,30.3,0.0,5.0,72.6,3,246.08,562.6,13.1,35.4,16.2,LOW,0
Pune,33.2,0.0,8.4,49.8,0,141.53,464.3,10.8,10.1,23.3,LOW,0
Lucknow,35.2,0.0,3.3,51.4,3,168.35,175.5,5.5,48.3,12.2,LOW,0
Pune,27.5,1.4,6.8,67.3,3,233.98,101.3,14.8,58.3,2.1,LOW,0
Ahmedabad,46.6,21.8,9.7,83.5,3,93.29,371.7,15.6,11.0,1.3,MODERATE,0
Ahmedabad,37.5,0.0,0.0,66.8,8,364.58,10.1,96.4,407.3,79.9,LOW,1
Ahmedabad,40.8,0.0,6.5,55.7,1,249.88,120.4,10.6,62.4,1.0,LOW,0
Hyderabad,32.9,0.0,4.7,62.2,0,119.24,306.4,3.0,59.9,18.0,LOW,0
Delhi,38.0,0.0,2.4,63.1,2,142.53,391.8,8.0,52.6,26.9,LOW,0
Kolkata,35.9,0.0,4.8,57.1,0,53.41,126.6,7.7,37.2,2.0,LOW,0
Lucknow,28.8,0.0,1.2,54.7,0,240.78,348.2,24.0,75.0,27.1,LOW,0
Mumbai,33.7,5.7,10.8,64.9,1,242.72,707.6,18.8,78.7,3.4,LOW,0
Hyderabad,39.4,75.7,4.0,80.7,1,172.49,473.7,1.1,68.7,29.1,ELEVATED,0
Pune,27.2,0.0,2.9,41.6,3,117.25,155.2,6.4,42.7,8.4,LOW,0
Jaipur,38.1,0.0,6.6,74.3,0,179.25,291.1,3.7,3.6,4.8,LOW,0
Jaipur,32.4,0.0,10.5,44.7,1,167.8,123.9,10.1,2.7,6.5,LOW,0
Jaipur,41.5,0.0,5.9,60.7,3,220.32,471.5,10.5,2.0,28.7,LOW,0
Bengaluru,26.4,0.0,0.4,44.1,10,449.89,20.9,65.0,712.5,85.8,LOW,1
Pune,33.4,0.0,5.0,64.9,13,355.06,16.6,82.4,701.5,81.5,LOW,1
Pune,22.2,0.0,6.4,44.6,1,218.06,282.8,1.1,63.5,19.3,LOW,0
Hyderabad,32.3,0.0,4.5,60.2,3,249.58,551.8,15.0,78.7,9.5,LOW,0
Bengaluru,31.4,0.2,4.4,78.0,2,188.42,89.6,19.1,16.2,25.2,LOW,0
